,Genero,Aposentado,Casado,Dependentes,MesesComoCliente,ServicoTelefone,MultiplasLinhas,ServicoInternet,ServicoSegurancaOnline,ServicoBackupOnline,ProtecaoEquipamento,ServicoSuporteTecnico,ServicoStreamingTV,ServicoFilmes,TipoContrato,FaturaDigital,FormaPagamento,ValorMensal,TotalGasto,Churn
5315,Feminino,0,Sim,Sim,61,Nao,SemTelefone,DSL,Nao,Sim,Sim,Sim,Sim,Nao,2 anos,Nao,CartaoCredito,51.35,3244.4,Nao
5316,Feminino,0,Nao,Nao,70,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,CartaoCredito,26.05,1856.4,Nao
5317,Masculino,1,Sim,Nao,31,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Sim,Nao,Mensal,Nao,BoletoEletronico,89.45,2807.65,Nao
5318,Masculino,0,Nao,Nao,9,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,18.95,185.6,Sim
5319,Feminino,0,Nao,Nao,66,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,90.05,5965.95,Nao
5320,Feminino,0,Nao,Nao,10,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,19.9,199.45,Nao
5321,Feminino,0,Sim,Sim,30,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Sim,Nao,Anual,Sim,BoletoEletronico,64.5,1985.15,Nao
5322,Masculino,0,Sim,Sim,5,Sim,Nao,Fibra,Sim,Nao,Sim,Nao,Nao,Sim,Mensal,Sim,BoletoImpresso,90.35,434.5,Nao
5323,Masculino,0,Sim,Sim,54,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,DebitoAutomatico,24.05,1230.9,Nao
5324,Masculino,0,Sim,Nao,59,Nao,SemTelefone,DSL,Nao,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,DebitoAutomatico,41.05,2452.7,Sim
5325,Masculino,0,Sim,Sim,40,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,25.25,1006.9,Nao
5326,Masculino,0,Nao,Nao,35,Sim,Sim,Fibra,Sim,Nao,Sim,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,108.95,4025.5,Nao
5327,Feminino,0,Nao,Nao,12,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Nao,Nao,Mensal,Sim,BoletoImpresso,61.65,713.75,Sim
5328,Masculino,0,Sim,Nao,42,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Nao,Mensal,Sim,DebitoAutomatico,95.25,3959.35,Sim
5329,Feminino,0,Nao,Nao,72,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,108.05,7806.6,Nao
5330,Masculino,0,Sim,Sim,63,Nao,SemTelefone,DSL,Nao,Sim,Sim,Sim,Nao,Nao,2 anos,Nao,DebitoAutomatico,39.35,2395.05,Nao
5331,Masculino,0,Nao,Nao,4,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,19.95,59.25,Nao
5332,Feminino,1,Sim,Sim,68,Nao,SemTelefone,DSL,Nao,Sim,Sim,Nao,Sim,Sim,2 anos,Sim,BoletoEletronico,53.0,3656.25,Nao
5333,Masculino,0,Nao,Nao,32,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Anual,Sim,DebitoAutomatico,64.85,2010.95,Nao
5334,Masculino,0,Sim,Sim,5,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,80.15,385,Sim
5335,Feminino,0,Sim,Nao,72,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,Anual,Nao,CartaoCredito,109.15,7789.6,Nao
5336,Masculino,0,Sim,Nao,1,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,76.2,76.2,Sim
5337,Feminino,1,Nao,Nao,1,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,55.8,55.8,Sim
5338,Feminino,0,Sim,Sim,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,90.55,6239.05,Nao
5339,Feminino,0,Sim,Sim,46,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,BoletoImpresso,19.25,864.2,Nao
5340,Feminino,0,Nao,Nao,13,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,23.9,300.8,Sim
5341,Feminino,0,Nao,Nao,41,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,81.3,3190.65,Nao
5342,Masculino,1,Sim,Nao,30,Sim,Sim,DSL,Nao,Nao,Sim,Nao,Sim,Sim,2 anos,Nao,BoletoEletronico,74.85,2181.75,Nao
5343,Feminino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,69.2,69.2,Sim
5344,Feminino,0,Nao,Sim,22,Nao,SemTelefone,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Anual,Sim,CartaoCredito,49.45,1031.4,Nao
5345,Masculino,0,Nao,Sim,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.05,20.05,Nao
5346,Feminino,0,Sim,Nao,10,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,78.15,765.15,Nao
5347,Feminino,0,Nao,Nao,19,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Anual,Sim,CartaoCredito,44.85,893.55,Sim
5348,Masculino,0,Nao,Sim,27,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Anual,Nao,BoletoImpresso,56.2,1567.55,Nao
5349,Feminino,0,Nao,Nao,14,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,69.65,921.4,Nao
5350,Masculino,0,Sim,Nao,59,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,BoletoEletronico,113.75,6561.25,Nao
5351,Masculino,0,Nao,Nao,2,Sim,Nao,Fibra,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,75.7,189.2,Sim
5352,Masculino,0,Sim,Sim,12,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,21.05,262.05,Nao
5353,Masculino,0,Nao,Nao,4,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,45.9,199.75,Nao
5354,Masculino,1,Nao,Nao,65,Sim,Sim,Fibra,Sim,Nao,Sim,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,110.35,7246.15,Nao
5355,Masculino,0,Sim,Sim,2,Sim,Nao,Fibra,Sim,Nao,Nao,Nao,Sim,Sim,Mensal,Nao,BoletoEletronico,97.1,184.15,Nao
5356,Feminino,1,Nao,Nao,71,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Anual,Sim,BoletoEletronico,105.9,7521.95,Nao
5357,Feminino,1,Nao,Nao,30,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Nao,Nao,Mensal,Nao,CartaoCredito,91.7,2758.15,Sim
5358,Feminino,0,Sim,Nao,29,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,74.95,2149.05,Nao
5359,Feminino,0,Sim,Sim,5,Sim,Nao,Fibra,Nao,Sim,Nao,Sim,Sim,Sim,Mensal,Sim,BoletoImpresso,99.15,465.05,Sim
5360,Feminino,0,Sim,Nao,17,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Nao,BoletoEletronico,92.6,1579.7,Nao
5361,Feminino,0,Sim,Sim,61,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,BoletoImpresso,24.2,1445.2,Nao
5362,Feminino,0,Sim,Sim,16,Sim,Nao,Fibra,Nao,Sim,Sim,Nao,Sim,Nao,Mensal,Sim,CartaoCredito,89.45,1430.25,Sim
5363,Masculino,0,Sim,Sim,47,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,20.05,951.55,Nao
5364,Masculino,0,Sim,Nao,37,Sim,Sim,DSL,Sim,Nao,Sim,Nao,Sim,Sim,Anual,Nao,BoletoImpresso,79.25,2911.8,Nao
5365,Masculino,0,Nao,Nao,8,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,25.25,186.3,Nao
5366,Feminino,0,Sim,Sim,64,Nao,SemTelefone,DSL,Nao,Sim,Nao,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,54.6,3423.5,Nao
5367,Feminino,0,Sim,Sim,40,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,BoletoImpresso,24.8,1024.7,Nao
5368,Feminino,0,Nao,Nao,10,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,20.55,187.35,Nao
5369,Feminino,0,Sim,Nao,9,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,75.75,655.9,Sim
5370,Feminino,1,Sim,Nao,53,Sim,Nao,Fibra,Nao,Sim,Sim,Sim,Sim,Nao,Anual,Sim,BoletoEletronico,94.0,4871.45,Nao
5371,Feminino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoEletronico,20.7,20.7,Nao
5372,Masculino,0,Nao,Nao,13,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,BoletoEletronico,19.95,253.8,Nao
5373,Feminino,0,Nao,Nao,34,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Anual,Nao,BoletoImpresso,55.0,1885.15,Nao
5374,Masculino,0,Nao,Sim,21,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,24.7,467.15,Nao
5375,Masculino,0,Nao,Sim,0,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,20.25, ,Nao
5376,Feminino,0,Nao,Nao,25,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Sim,Sim,Mensal,Sim,CartaoCredito,76.15,1992.95,Nao
5377,Masculino,0,Sim,Sim,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,69.95,69.95,Nao
5378,Feminino,1,Nao,Nao,2,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,75.45,158.4,Sim
5379,Feminino,0,Sim,Sim,47,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,DebitoAutomatico,21.3,1041.8,Nao
5380,Feminino,0,Sim,Nao,72,Sim,Sim,Fibra,Sim,Sim,Nao,Nao,Nao,Sim,2 anos,Sim,CartaoCredito,94.45,6921.7,Nao
5381,Feminino,1,Nao,Nao,31,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,99.95,3186.65,Sim
5382,Feminino,0,Sim,Sim,0,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,20.0, ,Nao
5383,Masculino,0,Sim,Nao,47,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,19.65,973.1,Nao
5384,Masculino,0,Sim,Nao,72,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,24.8,1874.3,Nao
5385,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,CartaoCredito,20.55,20.55,Nao
5386,Masculino,0,Nao,Nao,9,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,CartaoCredito,34.7,296.1,Sim
5387,Masculino,0,Nao,Nao,4,Nao,SemTelefone,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Nao,BoletoEletronico,30.5,118.4,Nao
5388,Masculino,1,Nao,Nao,19,Sim,Nao,Fibra,Sim,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,87.3,1637.3,Nao
5389,Masculino,0,Nao,Nao,43,Sim,Nao,Fibra,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,75.2,3198.6,Sim
5390,Feminino,0,Sim,Sim,43,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Sim,Sim,2 anos,Nao,DebitoAutomatico,75.2,3254.35,Nao
5391,Masculino,0,Nao,Sim,18,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,45.65,747.2,Nao
5392,Feminino,1,Nao,Nao,39,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,99.75,4036,Nao
5393,Masculino,1,Nao,Nao,11,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,111.4,1183.05,Nao
5394,Masculino,0,Nao,Nao,1,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,BoletoEletronico,35.9,35.9,Sim
5395,Feminino,0,Sim,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,68.95,68.95,Sim
5396,Feminino,0,Sim,Nao,43,Nao,SemTelefone,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Mensal,Nao,DebitoAutomatico,34.0,1505.35,Nao
5397,Masculino,0,Sim,Sim,12,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,26.4,314.95,Nao
5398,Masculino,0,Nao,Sim,52,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Sim,Sim,2 anos,Sim,BoletoImpresso,85.15,4461.85,Nao
5399,Masculino,0,Sim,Nao,71,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Sim,2 anos,Nao,BoletoEletronico,83.2,6126.1,Nao
5400,Feminino,0,Sim,Nao,71,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,BoletoEletronico,109.25,7707.7,Nao
5401,Masculino,0,Nao,Nao,30,Sim,Sim,Fibra,Sim,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,CartaoCredito,94.3,2679.7,Nao
5402,Feminino,0,Sim,Sim,39,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,BoletoImpresso,24.2,914.6,Nao
5403,Feminino,0,Nao,Sim,3,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,BoletoImpresso,55.1,154.65,Sim
5404,Masculino,0,Nao,Nao,3,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,21.2,52.05,Nao
5405,Masculino,0,Sim,Sim,68,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Nao,Sim,Anual,Sim,DebitoAutomatico,75.8,5293.95,Sim
5406,Feminino,0,Sim,Sim,41,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,19.3,772.4,Nao
5407,Feminino,0,Nao,Nao,8,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,87.05,762.1,Sim
5408,Feminino,0,Sim,Nao,72,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,CartaoCredito,24.15,1776.45,Nao
5409,Masculino,0,Sim,Nao,10,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,79.95,857.2,Sim
5410,Masculino,0,Sim,Sim,12,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Anual,Nao,CartaoCredito,53.65,696.35,Sim
5411,Feminino,0,Sim,Nao,72,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Sim,Sim,2 anos,Sim,BoletoEletronico,109.55,8165.1,Nao
5412,Feminino,1,Sim,Nao,17,Sim,Sim,Fibra,Sim,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,85.35,1463.45,Sim
5413,Feminino,0,Sim,Sim,68,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Sim,Anual,Sim,BoletoEletronico,78.45,5333.35,Nao
5414,Feminino,0,Sim,Nao,57,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,CartaoCredito,104.5,5921.35,Sim
5415,Feminino,1,Nao,Nao,37,Sim,Sim,Fibra,Sim,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,DebitoAutomatico,106.75,4056.75,Sim
5416,Masculino,0,Nao,Sim,1,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,48.95,48.95,Sim
5417,Feminino,0,Nao,Nao,53,Sim,Sim,Fibra,Sim,Nao,Sim,Nao,Sim,Sim,Anual,Sim,CartaoCredito,106.95,5785.5,Sim
5418,Feminino,0,Nao,Nao,34,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Anual,Sim,DebitoAutomatico,79.95,2727.3,Nao
5419,Feminino,0,Nao,Nao,49,Sim,Sim,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,59.75,2934.3,Sim
5420,Feminino,0,Sim,Nao,70,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,86.45,5950.2,Nao
5421,Masculino,1,Nao,Nao,67,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Nao,2 anos,Sim,DebitoAutomatico,64.55,4250.1,Nao
5422,Feminino,0,Nao,Nao,51,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,24.95,1288,Nao
5423,Feminino,0,Nao,Nao,3,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Anual,Sim,BoletoEletronico,69.95,220.45,Nao
5424,Feminino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,70.7,70.7,Nao
5425,Masculino,0,Sim,Sim,56,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Sim,2 anos,Sim,CartaoCredito,75.85,4261.2,Nao
5426,Masculino,0,Nao,Nao,12,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,BoletoImpresso,112.95,1384.75,Sim
5427,Masculino,0,Sim,Sim,27,Sim,Sim,Fibra,Sim,Sim,Nao,Sim,Sim,Nao,Mensal,Nao,BoletoEletronico,100.75,2793.55,Nao
5428,Feminino,0,Sim,Sim,58,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Anual,Sim,CartaoCredito,105.2,6225.4,Nao
5429,Feminino,0,Nao,Nao,6,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.2,123.65,Nao
5430,Feminino,0,Sim,Sim,64,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,BoletoImpresso,24.05,1559.15,Nao
5431,Feminino,0,Sim,Sim,16,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,79.95,1267.95,Nao
5432,Feminino,0,Sim,Sim,44,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Nao,Sim,Anual,Nao,BoletoEletronico,94.4,4295.35,Nao
5433,Masculino,0,Sim,Sim,16,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoEletronico,20.15,341.35,Nao
5434,Feminino,0,Sim,Nao,18,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,20.1,370.5,Nao
5435,Masculino,0,Nao,Nao,44,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,CartaoCredito,19.5,835.5,Nao
5436,Masculino,1,Sim,Nao,30,Sim,Sim,Fibra,Nao,Nao,Nao,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,101.5,2917.65,Nao
5437,Masculino,0,Nao,Nao,25,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Sim,Sim,Mensal,Sim,BoletoImpresso,79.0,1902,Nao
5438,Feminino,0,Nao,Nao,14,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,71.0,914,Sim
5439,Feminino,0,Sim,Sim,4,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,50.85,239.55,Sim
5440,Feminino,0,Sim,Nao,42,Sim,Nao,Fibra,Nao,Nao,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,99.0,4135,Nao
5441,Feminino,0,Sim,Sim,7,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.45,150.75,Nao
5442,Masculino,0,Nao,Nao,19,Sim,Sim,Fibra,Sim,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,84.75,1651.95,Nao
5443,Masculino,1,Nao,Sim,7,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,45.75,344.2,Nao
5444,Feminino,0,Sim,Sim,10,Sim,Nao,DSL,Nao,Sim,Sim,Nao,Nao,Sim,Anual,Sim,BoletoImpresso,65.9,660.05,Nao
5445,Feminino,0,Sim,Nao,15,Sim,Nao,Fibra,Sim,Nao,Sim,Nao,Sim,Sim,Mensal,Nao,BoletoEletronico,101.75,1669.4,Nao
5446,Masculino,0,Nao,Nao,12,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,106.7,1253.9,Sim
5447,Feminino,0,Sim,Sim,12,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.0,233.55,Sim
5448,Feminino,0,Nao,Nao,8,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.2,156.85,Nao
5449,Feminino,0,Sim,Sim,10,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,DebitoAutomatico,19.8,196.75,Nao
5450,Masculino,1,Sim,Nao,55,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,74.0,4052.4,Nao
5451,Feminino,0,Nao,Nao,69,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,82.45,5555.3,Nao
5452,Feminino,0,Nao,Nao,16,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,DebitoAutomatico,20.1,318.6,Nao
5453,Masculino,0,Sim,Nao,51,Nao,SemTelefone,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,30.05,1529.45,Nao
5454,Feminino,0,Sim,Nao,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,BoletoEletronico,90.1,6310.9,Nao
5455,Feminino,0,Sim,Nao,54,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Anual,Sim,CartaoCredito,70.15,3715.65,Sim
5456,Masculino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,BoletoEletronico,49.3,49.3,Nao
5457,Feminino,0,Nao,Nao,26,Sim,Nao,DSL,Nao,Sim,Sim,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,54.75,1406.9,Nao
5458,Feminino,0,Sim,Nao,8,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,DebitoAutomatico,20.15,156.25,Sim
5459,Feminino,0,Nao,Nao,12,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.3,246.7,Nao
5460,Feminino,1,Sim,Nao,5,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,74.35,334.8,Sim
5461,Feminino,0,Sim,Sim,69,Nao,SemTelefone,DSL,Nao,Sim,Sim,Nao,Sim,Sim,2 anos,Sim,CartaoCredito,54.95,3772.5,Nao
5462,Masculino,1,Sim,Nao,46,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,98.85,4564.9,Nao
5463,Feminino,0,Nao,Nao,46,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Nao,DebitoAutomatico,96.05,4399.5,Sim
5464,Masculino,0,Nao,Nao,9,Sim,Nao,Fibra,Nao,Nao,Nao,Sim,Sim,Sim,Mensal,Sim,DebitoAutomatico,95.9,827.45,Nao
5465,Feminino,0,Sim,Nao,53,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,Anual,Sim,DebitoAutomatico,111.8,5809.75,Nao
5466,Feminino,0,Nao,Nao,41,Nao,SemTelefone,DSL,Nao,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,40.35,1677.85,Nao
5467,Feminino,0,Nao,Nao,41,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,20.0,810.3,Nao
